,Unnamed: 0,Time,Distance,Avg HR,Max HR,Elev Gain,Elev Loss,Avg Run Cadence,Calories,Avg Temperature,Max Run Cadence,HR median,HR std,Pace std,Lap pace median,Avg Pace(s/km),Best Lap,File name,Date,Start time,Type
259,0,1920.0,5.72,144,179.0,0,0,76,371,26.7,103,142.0,14.037102291623544,119.04425854276384,390.4916617210682,415.5401681454656,596.0929577464789,Szymon+_ywko+_2019-07-26_11-47-50.CSV,2019-07-26,11-47-50,-1
260,0,598.0,2.15,123,130.0,0,0,83,89,28.4,92,124.0,6.879816279737041,634.815506174823,276.4634146341463,723.2243014771283,1620.9856630824372,Szymon+_ywko+_2019-08-06_10-23-44.CSV,2019-08-06,10-23-44,-1
261,0,532.0,2.15,146,154.0,0,0,83,103,28.6,85,148.0,6.5691303431980375,742.041696441424,237.5103734439834,756.0888919883306,1805.470588235294,Szymon+_ywko+_2019-07-20_17-03-07.CSV,2019-07-20,17-03-07,-1
262,0,1588.0,6.02,133,141.0,35,31,81,267,24.7,96,135.0,6.98021703476533,11.030306794522144,267.796001542105,267.92345464183586,289.1310861423221,Szymon+_ywko+_2019-08-30_17-10-28.CSV,2019-08-30,17-10-28,0
263,0,7092.0,7.78,118,220.0,41,17,65,750,29.5,119,128.0,26.873981967079388,6044.007155277116,291.972037037037,2922.254901752437,18746.717770034844,Szymon+_ywko+_2019-07-24_10-36-19.CSV,2019-07-24,10-36-19,-1
264,0,3107.0,12.02,127,162.0,10,5,81,562,14.6,87,136.0,23.909559171087,9.132868275367056,259.0130993062028,260.6263845884082,277.4981132075472,Szymon+_ywko+_2020-04-01_10-22-07.CSV,2020-04-01,10-22-07,-1
265,0,270.0,0.42,114,143.0,0,0,69,29,20.8,114,112.0,15.59965939631976,0.0,513.3011152416357,513.3011152416357,513.3011152416357,Szymon+_ywko+_2020-04-19_13-10-03.CSV,2020-04-19,13-10-03,-1
266,0,762.0,3.02,137,150.0,20,5,83,135,22.5,88,138.0,7.514391805724944,13.230355441072463,267.9757085020243,267.68386167958647,283.73977695167287,Szymon+_ywko+_2020-01-24_10-43-53.CSV,2020-01-24,10-43-53,0
267,0,922.0,3.56,145,162.0,20,37,80,178,18.1,96,149.0,10.440706178491068,95.66963639081028,276.49696417729206,321.89730791538574,486.1194968553459,Szymon+_ywko+_2020-03-24_12-59-02.CSV,2020-03-24,12-59-02,-1
268,0,2388.0,6.39,123,147.0,0,0,77,330,18.2,104,133.0,19.49940851233397,559.4745722406676,262.84375,486.9728985601042,1857.2985948477751,Szymon+_ywko+_2020-05-15_16-15-04.CSV,2020-05-15,16-15-04,-1
269,0,1926.0,2.08,122,151.0,0,0,71,243,31.2,85,115.0,16.570360673213074,4306.582582318974,748.5394736842105,3614.044979723991,9701.004319654428,Szymon+_ywko+_2019-07-28_11-58-07.CSV,2019-07-28,11-58-07,-1
270,0,2122.0,10.62,165,172.0,0,0,84,511,20.3,87,167.0,5.644760407314933,5.658759165814278,196.955,197.33077813672853,211.2745098039216,Szymon+_ywko+_2019-10-22_18-25-31.CSV,2019-10-22,18-25-31,1
271,0,742.0,0.93,118,157.0,0,0,62,81,30.6,106,113.0,18.91313446529219,0.0,1182.0863697705804,1182.0863697705804,1182.0863697705804,Szymon+_ywko+_2019-08-12_10-33-11.CSV,2019-08-12,10-33-11,-1
272,0,1981.0,8.03,146,157.0,0,0,81,394,17.4,87,150.0,9.969675785185192,6.2963709310250415,247.55853251716545,248.7862956840711,261.7926829268293,Szymon+_ywko+_2020-04-02_13-56-15.CSV,2020-04-02,13-56-15,0
273,0,1771.0,6.48,134,142.0,46,35,83,305,28.1,88,135.0,5.573078955079321,15.675045926018935,273.7617328519856,273.59408982137614,300.4581818181818,Szymon+_ywko+_2019-07-29_10-20-40.CSV,2019-07-29,10-20-40,0
274,0,481.00000000000006,1.54,140,168.0,0,0,76,88,18.0,110,138.0,12.68945318846412,69.69502919760652,436.0936305962079,436.0936305962079,505.7886597938144,Szymon+_ywko+_2019-12-02_17-06-22.CSV,2019-12-02,17-06-22,-1
275,0,3266.0,13.04,138,159.0,71,86,80,583,14.0,104,138.0,6.224887239688218,17.687167370110817,246.33333333333331,253.0103779481493,305.1194539249147,Szymon+_ywko+_2019-11-14_17-42-16.CSV,2019-11-14,17-42-16,0
276,0,2026.0,10.03,165,170.0,0,0,85,485,17.0,89,166.0,6.541940785382057,3.955883824777128,203.7259882851751,204.9663951838392,214.8080808080808,Szymon+_ywko+_2020-05-12_15-39-05.CSV,2020-05-12,15-39-05,1
277,0,560.0,2.19,136,144.0,0,0,82,97,24.9,87,138.0,9.473449074715722,5.248149303005781,256.23622047244095,259.4724476404735,266.875,Szymon+_ywko+_2020-04-23_11-55-42.CSV,2020-04-23,11-55-42,0
278,0,3000.0,5.49,116,165.0,0,0,68,321,25.0,115,112.0,19.582125853435222,19429.30828943114,409.6637001078749,9314.573058064818,52742.93525179856,Szymon+_ywko+_2020-02-07_17-25-08.CSV,2020-02-07,17-25-08,-1
279,0,620.0,2.43,136,150.0,0,0,82,110,22.8,85,140.0,11.892697669809513,4.2887602190346765,257.2962962962963,260.1916440249774,266.25482625482624,Szymon+_ywko+_2020-04-19_12-43-13.CSV,2020-04-19,12-43-13,0
